github.name,github.score,github.size,github.forks,github.open_issues,github.watchers,github.stars
microsoft/Pyjion,1,2118,60,39,1271,1271
Eun/MoveToDesktop,1,351,44,33,523,523
KDE/kdeconnect-kde,1,3816,55,0,518,518
mapsme/omim,1,4381119,653,821,3028,3028
intel/hyperscan,1,6082,277,51,1895,1895
intel/hyperscan,1,6082,277,51,1895,1895
facebook/xcbuild,1,4334,138,48,1673,1673
facebook/xcbuild,1,4334,138,48,1673,1673
thennequin/ImWindow,1,4503,58,4,416,416
martinmoene/gsl-lite,1,822,58,31,421,421
CppCon/CppCon2015,1,291235,295,0,1557,1557
amzeratul/halley,1,14054,86,23,2047,2047
koekeishiya/kwm,1,2621,121,61,3492,3492
koekeishiya/kwm,1,2621,121,61,3492,3492
s9xie/hed,1,2428,371,60,1038,1038
s9xie/hed,1,2428,371,60,1038,1038
googlesamples/android-audio-high-performance,1,3271,240,20,656,656
KDE/krita,1,579617,198,0,1688,1688
bitshares/bitshares-core,1,24078,556,234,1027,1027
plexinc/plex-media-player,1,3506,108,90,734,734
DiligentGraphics/DiligentEngine,1,9160,67,8,641,641
microsoft/pict,1,498,92,1,420,420
CtripMobile/DynamicAPK,1,7898,852,58,2880,2880
CtripMobile/DynamicAPK,1,7898,852,58,2880,2880
Dooskington/GameLad,1,3781,26,4,418,418
mp3guy/ElasticFusion,1,1411,394,86,889,889
apple/swift,1,429033,7682,567,48041,48041
apple/swift-llbuild,1,9844,137,9,679,679
paypal/seifnode,1,102,30,3,546,546
microsoft/microsoft-pdb,1,1462,181,32,1225,1225
microsoft/microsoft-pdb,1,1462,181,32,1225,1225
FirebaseExtended/firebase-arduino,1,1046,303,126,655,655
nodejs/llnode,1,778,65,50,699,699
tensorflow/tensorflow,1,352353,75320,2526,129102,129102
PrincetonVision/marvin,1,946,138,24,400,400
LordNoteworthy/al-khaser,1,2443,507,18,1801,1801
LordNoteworthy/al-khaser,1,2443,507,18,1801,1801
CE-Programming/CEmu,1,8619,39,17,432,432
lucasb-eyer/pydensecrf,1,1809,288,19,1010,1010
lucasb-eyer/pydensecrf,1,1809,288,19,1010,1010
NVIDIA/nccl,1,1697,259,32,957,957
mmorise/World,1,864,134,5,463,463
monero-project/kovri,1,9612,108,1,549,549
IntelRealSense/librealsense,1,180575,1784,261,2793,2793
facebook/fb-caffe-exts,1,93,149,24,451,451
MHeironimus/ArduinoJoystickLibrary,1,113,126,46,549,549
wysaid/android-gpuimage-plus,1,79258,335,256,1051,1051
glmcdona/Process-Dump,1,101,113,7,421,421
rpclib/rpclib,1,3368,155,80,642,642
Dobiasd/FunctionalPlus,1,2223,72,1,889,889
joaofaro/KCFcpp,1,31,345,24,534,534
microsoft/CNTK,1,932365,4300,744,16199,16199
ThingPulse/esp8266-weather-station,1,1866,196,49,591,591
OGRECave/ogre,1,446518,438,139,1191,1191
huangmingchuan/Cpp_Primer_Answers,1,352,335,0,683,683
aliyun/ossfs,1,349,109,45,405,405
libfive/libfive,1,6079,56,34,556,556
rttrorg/rttr,1,6614,129,52,931,931
electronicarts/EASTL,1,2619,454,11,3973,3973
electronicarts/EASTL,1,2619,454,11,3973,3973
x64dbg/GleeBug,1,411,20,39,1135,1135
x64dbg/GleeBug,1,411,20,39,1135,1135
lballabio/QuantLib,1,61977,746,81,1465,1465
albertodemichelis/squirrel,1,1027,75,57,425,425
yyzybb537/libgo,1,7309,474,41,1671,1671
yyzybb537/libgo,1,7309,474,41,1671,1671
nuttyartist/notes,1,5759,101,41,414,414
patrikhuber/4dface,1,50,213,5,585,585
liuchuo/PAT,1,964,432,13,1305,1305
liuchuo/PAT,1,964,432,13,1305,1305
ThePhD/sol2,1,23948,167,4,1639,1639
root-project/cling,1,18061,117,72,1058,1058
ROCm-Developer-Tools/HIP,1,9612,236,106,1729,1729
ROCm-Developer-Tools/HIP,1,9612,236,106,1729,1729
falcosecurity/falco,1,8149,172,52,1514,1514
falcosecurity/falco,1,8149,172,52,1515,1515
vergecurrency/VERGE,1,120557,396,21,1295,1295
raulmur/ORB_SLAM2,1,42427,2587,560,3845,3845
google/ion,1,329823,81,10,1347,1347
ucbrise/confluo,1,11698,188,22,1370,1370
tensorflow/serving,1,4981,1443,48,3492,3492
tensorflow/serving,1,4981,1443,48,3493,3493
x64dbg/ScyllaHide,1,6516,114,10,1295,1295
x64dbg/ScyllaHide,1,6516,114,10,1295,1295
wesm/feather,1,392,150,97,2065,2065
wesm/feather,1,392,150,97,2065,2065
FreedomZZQ/IcePlayer,1,273,189,7,474,474
memo/ofxMSATensorFlow,1,9281,85,13,410,410
preshing/junction,1,229,111,11,954,954
Ableton/link,1,1899,81,30,580,580
laboshinl/loam_velodyne,1,989,627,80,668,668
google/butteraugli,1,6490,103,34,1474,1474
google/butteraugli,1,6490,103,34,1474,1474
ethz-asl/okvis,1,4588,395,57,655,655
Netflix/vmaf,1,244598,246,44,1099,1099
careercup/CtCI-6th-Edition-cpp,1,110,222,23,495,495
apache/arrow,1,30385,986,89,4032,4032
yse/easy_profiler,1,2880,93,58,1112,1112
yse/easy_profiler,1,2880,93,58,1112,1112
google/highwayhash,1,518,105,12,872,872
QuantStack/xsimd,1,1207,58,34,476,476
MicrosoftEdge/WebGL,1,504,56,5,636,636
kyleneideck/BackgroundMusic,1,1672,227,133,5241,5241
kyleneideck/BackgroundMusic,1,1672,227,133,5241,5241
tandasat/HyperPlatform,1,7897,201,7,620,620
lyle-nel/siga,1,975,19,0,408,408
sgorsten/linalg,1,729,24,3,406,406
keepassxreboot/keepassxc,1,20598,440,577,5721,5721
prusa3d/PrusaSlicer,1,111476,245,797,1304,1304
googlesamples/android-vulkan-tutorials,1,471,76,6,415,415
runner365/LiveVideoCoreSDK,1,40543,579,13,1934,1934
moderngl/moderngl,1,7945,64,37,442,442
sedwards2009/extraterm,1,94052,50,58,1115,1115
TadasBaltrusaitis/OpenFace,1,1721268,1240,143,3651,3651
acidanthera/AppleALC,1,20369,366,4,1395,1395
Croteam-official/Serious-Engine,1,93702,319,9,2484,2484
haptork/easyLambda,1,2027,39,4,436,436
laserpants/qt-material-widgets,1,4972,112,18,436,436
opentoonz/opentoonz,1,82417,323,352,2476,2476
uNetworking/uWebSockets,1,2915,1007,19,10607,10607
uNetworking/uWebSockets,1,2915,1007,19,10607,10607
tandasat/DdiMon,1,4848,173,1,409,409
apolukhin/magic_get,1,736,80,7,593,593
steemit/steem,1,27244,706,366,1757,1757
amzn/amazon-dsstne,1,32348,738,36,4348,4348
facebook/redex,1,11957,469,43,4498,4498
selfboot/CS_Offer,1,5144,494,11,1523,1523
selfboot/CS_Offer,1,5144,494,11,1523,1523
huaxz1986/cplusplus-_Implementation_Of_Introduction_to_Algorithms,1,3139,459,3,979,979
Auburns/FastNoise,1,1201,78,6,686,686
hrastnik/FaceSwap,1,99,140,9,515,515
KhronosGroup/SPIRV-Cross,1,7484,142,32,684,684
gatieme/CodingInterviews,1,933,628,7,2240,2240
gatieme/CodingInterviews,1,933,628,7,2240,2240
openthread/openthread,1,59297,574,54,1887,1887
stefanhaustein/TerminalImageViewer,1,711,49,8,530,530
paceholder/nodeeditor,1,2323,247,65,892,892
BitFunnel/NativeJIT,1,3788,80,31,927,927
LibreVR/Revive,1,1883,244,252,2249,2249
LibreVR/Revive,1,1883,244,252,2249,2249
ibaaj/dijkstra-cartography,1,49827,55,0,1046,1046
voodooattack/nexusjs,1,11785,19,4,1065,1065
twitter/vireo,1,1745,59,9,633,633
HostsTools/Windows,1,237,173,11,891,891
asLody/TurboDex,1,1325,264,14,1333,1333
asLody/TurboDex,1,1325,264,14,1333,1333
jvm-profiling-tools/async-profiler,1,537,202,25,1824,1824
jvm-profiling-tools/async-profiler,1,537,202,25,1824,1824
wiseio/paratext,1,319,101,32,1019,1019
wiseio/paratext,1,319,101,32,1019,1019
crosire/blink,1,128,37,5,631,631
manuelruder/artistic-videos,1,10718,209,33,1414,1414
Taywee/args,1,2172,78,12,596,596
keystone-engine/keystone,1,11914,216,129,1006,1006
danbev/learning-v8,1,694,53,0,513,513
NAU-ACM/ACM-ICPC-Preparation,1,2176,231,2,718,718
pplonski/keras2cpp,1,1053,123,15,424,424
tencent-wechat/libco,1,148,193,13,421,421
foonathan/standardese,1,1724,25,17,487,487
PixarAnimationStudios/USD,1,48124,384,257,1844,1844
petershirley/raytracinginoneweekend,1,53,166,17,1175,1175
petershirley/raytracinginoneweekend,1,53,166,17,1176,1176
intel/mkl-dnn,1,46890,344,19,1446,1446
Kitt-AI/snowboy,1,56545,506,239,1881,1881
baidu-research/persistent-rnn,1,397,87,7,551,551
Tencent/phxpaxos,1,1482,683,38,2344,2344
Tencent/phxpaxos,1,1482,683,38,2344,2344
Arisotura/melonDS,1,3083,82,121,463,463
thunlp/THULAC,1,96,142,24,471,471
GPUOpen-LibrariesAndSDKs/Anvil,1,7201,55,11,480,480
polybar/polybar,1,7311,271,217,4950,4950
polybar/polybar,1,7311,271,217,4950,4950
parro-it/libui-node,1,1487,72,34,1668,1668
parro-it/libui-node,1,1487,72,34,1668,1668
kitesurfer1404/WS2812FX,1,1288,174,15,719,719
eventql/eventql,1,80559,91,111,1017,1017
CRYTEK/CRYENGINE,1,617568,1675,134,8740,8740
microsoft/DirectXMath,1,1359,102,21,545,545
audiorouterdev/audio-router,1,429,269,101,2124,2124
audiorouterdev/audio-router,1,429,269,101,2124,2124
yandex/ClickHouse,1,122169,1208,826,7092,7092
mozilla/DeepSpeech,1,46462,1896,101,10344,10344
REGoth-project/REGoth,1,6518,58,87,545,545
simit-lang/simit,1,7814,50,51,409,409
MatMoul/g810-led,1,866,99,16,539,539
crosire/reshade,1,8781,165,6,913,913
BinomialLLC/crunch,1,9261,102,22,510,510
KhronosGroup/Vulkan-Hpp,1,4391,122,16,1274,1274
KhronosGroup/Vulkan-Hpp,1,4391,122,16,1274,1274
microsoft/DirectXTK12,1,5003,100,7,429,429
iboB/dynamix,1,2121,27,8,423,423
kirschju/demovfuscator,1,41,40,3,452,452
skypjack/uvw,1,7984,84,2,651,651
grpc/grpc-web,1,648,201,98,2827,2827
grpc/grpc-web,1,648,201,98,2827,2827
facebook/Surround360,1,52351,543,39,1927,1927
rust-lang/rust-bindgen,1,11722,324,238,1158,1158
dmlc/nnvm,1,1187,281,1,1590,1590
dmlc/nnvm,1,1187,281,1,1590,1590
gaoxiang12/slambook,1,188798,1697,143,2721,2721
phaistos-networks/TANK,1,2670,59,28,898,898
kfrlib/kfr,1,9690,109,7,580,580
davheld/GOTURN,1,472,300,51,730,730
mapbox/polylabel,1,77,68,9,614,614
tekezo/Karabiner-Elements,1,65395,533,103,8579,8579
ml4a/ml4a-ofx,1,1209,201,6,916,916
dropbox/lepton,1,54423,317,18,4585,4585
Dobiasd/frugally-deep,1,1786,102,4,444,444
TheAlgorithms/C-Plus-Plus,1,1380,731,115,2150,2150
TheAlgorithms/C-Plus-Plus,1,1380,731,115,2150,2150
venshine/AppUninstall,1,453,74,4,456,456
ShapeLab/SwarmUI,1,144672,234,10,1456,1456
alibaba/AliSQL,1,416079,738,31,3421,3421
tomtom-international/cpp-dependencies,1,269,46,12,477,477
dusty-nv/jetson-inference,1,61839,705,179,1786,1786
googlecartographer/cartographer,1,5548,1418,99,4321,4321
googlecartographer/cartographer,1,5548,1418,99,4321,4321
fastio/pedis,1,10561,142,24,1049,1049
microsoft/LightGBM,1,9847,2370,90,8843,8843
microsoft/LightGBM,1,9847,2370,90,8843,8843
ionescu007/lxss,1,4645,74,5,698,698
adishavit/argh,1,184,37,9,438,438
salestock/fastText.py,1,329,243,68,1018,1018
salestock/fastText.py,1,329,243,68,1018,1018
20tab/UnrealEnginePython,1,99659,340,276,1209,1209
yue/yue,1,12128,91,14,2098,2098
envoyproxy/envoy,1,34810,1507,489,9883,9883
uber/pyflame,1,374,159,33,2353,2353
uber/pyflame,1,374,159,33,2353,2353
pytorch/pytorch,1,127080,6928,3114,28784,28784
XProger/OpenLara,1,20170,164,35,2112,2112
PaddlePaddle/Paddle,1,159993,2420,1139,8890,8890
arximboldi/immer,1,1663,59,16,1106,1106
arximboldi/immer,1,1663,59,16,1106,1106
hidefuku/AnimeEffects,1,4043,41,27,465,465
henrypp/simplewall,1,4781,102,60,642,642
TangXiaoLv/TelegramGallery,1,20337,212,13,1237,1237
changkun/modern-cpp-tutorial,1,24213,525,4,3814,3814
sandeepmistry/arduino-LoRa,1,86,204,59,481,481
greg7mdp/sparsepp,1,364,98,3,892,892
anael-seghezzi/CToy,1,3742,20,4,464,464
rlguy/FantasyMapGenerator,1,438,29,4,399,399
Tencent/phxrpc,1,260,428,14,1237,1237
Tencent/phxrpc,1,260,428,14,1237,1237
anyRTC/anyRTC-RTMP-OpenSource,1,106040,1094,45,2999,2999
Tencent/phxsql,1,852,534,37,2306,2306
Tencent/phxsql,1,852,534,37,2306,2306
ysc3839/FontMod,1,196,17,2,531,531
baidu/fast_rgf,1,3517,108,9,449,449
wxFormBuilder/wxFormBuilder,1,7976,144,182,635,635
hyperledger-archives/iroha,1,52807,329,18,1049,1049
probonopd/linuxdeployqt,1,776,141,127,706,706
JoshuaWise/better-sqlite3,1,76754,73,34,1259,1259
intel/tbb,1,36999,270,73,1237,1237
topjohnwu/Magisk,1,31885,938,31,6342,6342
tqchen/tinyflow,1,93,258,2,1202,1202
tqchen/tinyflow,1,93,258,2,1202,1202
zeux/meshoptimizer,1,1488,62,0,1161,1161
zeux/meshoptimizer,1,1488,62,0,1161,1161
MCGallaspy/dr_strangetemplate,1,63,35,1,519,519
CppCon/CppCon2016,1,207894,223,5,1561,1561
seetaface/SeetaFaceEngine,1,116219,1607,115,3647,3647
1technophile/OpenMQTTGateway,1,30590,230,55,1027,1027
ethz-asl/segmap,1,761,241,44,469,469
grpc/grpc-swift,1,9987,157,53,657,657
tensor-compiler/taco,1,4431,77,92,595,595
weolar/miniblink49,1,176435,431,105,2791,2791
microsoft/ELL,1,32464,283,23,2006,2006
tobefuturer/app2dylib,1,9,158,8,531,531
tamlok/vnote,1,19738,498,245,4951,4951
foonathan/type_safe,1,658,64,4,620,620
wmww/Pinecone,1,3626,74,0,457,457
Palakis/obs-websocket,1,1475,112,63,529,529
pmq20/node-packer,1,82485,167,87,2523,2523
facebookarchive/beringei,1,915,262,13,2867,2867
facebookarchive/beringei,1,915,262,13,2867,2867
Tencent/libco,1,177,1234,67,4274,4274
Tencent/libco,1,177,1234,67,4274,4274
NVIDIAGameWorks/PhysX-3.4,1,2774414,173,33,2079,2079
DmitryUlyanov/Multicore-TSNE,1,426,152,27,1092,1092
DmitryUlyanov/Multicore-TSNE,1,426,152,27,1092,1092
microsoft/Detours,1,556,291,14,1325,1325
microsoft/Detours,1,556,291,14,1325,1325
google/guetzli,1,472,980,115,11923,11923
google/guetzli,1,472,980,115,11923,11923
vusec/drammer,1,132,166,6,444,444
NytroRST/ShellcodeCompiler,1,4474,157,2,435,435
BreakingMalwareResearch/atom-bombing,1,15,249,5,578,578
QuantStack/xtensor,1,5820,166,168,1382,1382
QuantStack/xtensor,1,5820,167,168,1382,1382
ashtuchkin/vive-diy-position-sensor,1,1764,72,37,585,585
opcm/pcm,1,2092,141,21,689,689
oguzhaninan/Stacer,1,7373,346,20,4343,4343
oguzhaninan/Stacer,1,7373,346,20,4343,4343
doonny/PipeCNN,1,3696,213,9,476,476
google/bloaty,1,3865,113,19,1984,1984
google/bloaty,1,3865,113,19,1984,1984
tensorflow/deepmath,1,3002,109,3,673,673
JakobEngel/dso,1,967,598,68,1155,1155
JakobEngel/dso,1,967,598,68,1155,1155
yogykwan/acm-challenge-workbook,1,212,205,0,1033,1033
yogykwan/acm-challenge-workbook,1,212,205,0,1033,1033
ryanjay0/miles-deep,1,22281,263,8,2367,2367
mitchcurtis/slate,1,8199,38,28,444,444
modzero/fix-windows-privacy,1,4065,23,9,444,444
VCVRack/Rack,1,4791,239,282,2193,2193
VCVRack/Rack,1,4791,239,282,2193,2193
Unity-Technologies/HLSLcc,1,599,57,16,429,429
kw-udon/constexpr-8cc,1,334,27,0,637,637
zhedahht/CodingInterviewChinese2,1,773,1070,44,2070,2070
zhedahht/CodingInterviewChinese2,1,773,1071,44,2070,2070
mtrebi/memory-allocators,1,1132,59,9,466,466
yuanming-hu/taichi,1,15832,260,58,2850,2850
koth/kcws,1,14014,673,43,2001,2001
getnamo/tensorflow-ue4,1,442,88,20,439,439
liuyubobobo/Play-Leetcode,1,2539,323,4,999,999
intel-isl/Open3D,1,85865,360,161,1595,1595
TorchCraft/TorchCraft,1,8169,195,31,1269,1269
TorchCraft/TorchCraft,1,8169,195,31,1269,1269
zhuli19901106/leetcode-zhuli,1,312,136,0,449,449
hszhao/PSPNet,1,8263,455,75,1080,1080
hszhao/PSPNet,1,8263,455,75,1080,1080
google/draco,1,73244,435,93,2849,2849
microsoft/DirectXShaderCompiler,1,43250,193,141,1176,1176
llvm/llvm-project,1,668684,381,0,1222,1222
QuantStack/xeus,1,5638,38,3,472,472
mdhiggins/ESP8266-HTTP-IR-Blaster,1,313,125,24,531,531
Tencent/mars,1,171867,2550,81,12869,12869
huxingyi/dust3d,1,71613,59,4,1083,1083
ldionne/dyno,1,455,25,27,479,479
fnc12/sqlite_orm,1,2138,82,26,561,561
KDAB/hotspot,1,4378,76,56,926,926
zeas2/Kirikiroid2,1,2027,41,62,529,529
ndrplz/self-driving-car,1,156321,718,5,1160,1160
MultiChain/multichain,1,5807,237,33,459,459
tongtzeho/PKUCourse,1,145,199,0,545,545
ue4plugins/StreetMap,1,18219,232,17,1482,1482
fireice-uk/xmr-stak-cpu,1,501,525,181,1074,1074
fireice-uk/xmr-stak-cpu,1,501,525,181,1074,1074
apache/incubator-weex,1,250360,1646,65,12479,12479
hugoam/toy,1,268034,65,5,1206,1206
microsoft/vswhere,1,268,43,1,402,402
TranslucentTB/TranslucentTB,1,4251,426,26,4310,4310
TranslucentTB/TranslucentTB,1,4251,426,26,4310,4310
codilime/veles,1,3899,52,50,574,574
koekeishiya/chunkwm,1,6558,197,110,3995,3995
koekeishiya/chunkwm,1,6558,197,110,3995,3995
TarsCloud/Tars,1,15590,1713,41,6943,6943
typesense/typesense,1,1223,18,9,561,561
MrBuddyCasino/ESP32_MP3_Decoder,1,3083,109,14,419,419
CLIUtils/CLI11,1,6712,77,24,685,685
sidoh/esp8266_milight_hub,1,4549,101,31,445,445
arendst/Sonoff-Tasmota,1,29855,1628,28,6959,6959
networknt/microservices-framework-benchmark,1,1290,93,6,468,468
mmozeiko/RcloneBrowser,1,524,109,91,939,939
unity3d-jp/MeshSync,1,9755,49,15,447,447
facebookincubator/gloo,1,876,123,23,553,553
NathanCastle/BootShellCredentialProvider,1,9715,27,5,628,628
facebookresearch/faiss,1,15531,1254,32,6685,6685
nodejs/node-addon-api,1,1385,106,80,469,469
microsoft/AirSim,1,278534,2063,454,7669,7669
rexdex/recompiler,1,98525,73,16,1262,1262
topisani/OTTO,1,31155,94,22,1508,1508
anbox/anbox,1,6714,565,200,2879,2879
anbox/anbox,1,6714,565,200,2879,2879
acidanthera/Lilu,1,4238,162,0,1484,1484
acidanthera/Lilu,1,4238,162,0,1484,1484
mbasso/asm-dom,1,47468,67,7,2082,2082
skarupke/flat_hash_map,1,26,91,27,1129,1129
skarupke/flat_hash_map,1,26,91,27,1129,1129
OculusVR/Flicks,1,31,76,2,1323,1323
OculusVR/Flicks,1,31,76,2,1323,1323
h2oai/datatable,1,7122,46,106,504,504
qtumproject/qtum,1,99885,295,14,1014,1014
Qihoo360/evpp,1,31771,574,76,1735,1735
google/sentencepiece,1,23112,298,16,2594,2594
ARM-software/ComputeLibrary,1,142034,427,23,1298,1298
hihozhou/php-opencv,1,933,66,22,422,422
shamadee/web-dsp,1,914,78,4,1042,1042
shamadee/web-dsp,1,914,78,4,1042,1042
epfml/sent2vec,1,465,153,20,651,651
lief-project/LIEF,1,21861,200,49,1347,1347
lewissbaker/cppcoro,1,759,68,42,629,629
wwmm/pulseeffects,1,20951,66,16,1013,1013
google/earthenterprise,1,337290,664,245,1869,1869
yun-liu/rcf,1,2380,213,57,481,481
discordapp/lilliput,1,142753,53,17,1235,1235
skypjack/entt,1,7244,150,5,1574,1574
skypjack/entt,1,7244,150,5,1574,1574
hteso/iaito,1,3304,137,37,1542,1542
hteso/iaito,1,3304,137,37,1542,1542
jarulraj/sqlcheck-old,1,960,65,7,1789,1789
jarulraj/sqlcheck-old,1,960,65,7,1789,1789
OneLoneCoder/videos,1,1350,317,24,421,421
mujx/nheko,1,6130,77,85,424,424
Haivision/srt,1,3398,189,158,572,572
foonathan/cppast,1,998,48,19,625,625
xmrig/xmrig,1,2563,1064,141,2406,2406
xmrig/xmrig,1,2563,1064,141,2407,2407
cquery-project/cquery,1,4837,150,141,2075,2075
cquery-project/cquery,1,4837,150,141,2075,2075
YuvalNirkin/face_swap,1,251,112,3,405,405
helio-fm/helio-workstation,1,36057,57,40,1426,1426
ethereum-mining/ethminer,1,55159,884,52,2879,2879
CMU-Perceptual-Computing-Lab/openpose,1,86005,3619,14,13042,13042
zetavm/zetavm,1,1585,36,9,573,573
google/sling,1,4709,249,13,1690,1690
google/sling,1,4709,249,13,1691,1691
Nadrin/PBR,1,5253,31,1,405,405
facebookincubator/fizz,1,1417,73,8,733,733
omnisci/omniscidb,1,37249,263,78,1887,1887
lupoDharkael/flameshot,1,2154,234,219,3328,3328
lupoDharkael/flameshot,1,2154,234,219,3328,3328
everettjf/MachOExplorer,1,4243,34,5,408,408
nfrechette/acl,1,7407,20,37,425,425
swoole/phpx,1,324,96,0,694,694
aguinet/wannakey,1,2033,157,2,1010,1010
aguinet/wannakey,1,2033,157,2,1010,1010
HKUST-Aerial-Robotics/VINS-Mono,1,96816,1007,164,1591,1591
msracver/Deep-Image-Analogy,1,425745,203,21,1096,1096
AlphaQi/MTCNN-light,1,2204,184,27,443,443
facebookresearch/ELF,1,4755,271,37,1888,1888
facebookresearch/ELF,1,4755,271,37,1888,1888
google/lullaby,1,6613,122,1,901,901
aksnzhy/xlearn,1,10853,391,118,2359,2359
ctubio/Krypto-trading-bot,1,11857,456,55,1592,1592
baidu/Familia,1,175,483,3,1795,1795
baidu/Familia,1,175,483,3,1795,1795
leonardvandriel/caffe2_cpp_tutorial,1,2226,91,38,402,402
Erkaman/vulkan_minimal_compute,1,487,32,2,477,477
HumbleNet/HumbleNet,1,7318,38,6,411,411
facebookresearch/StarSpace,1,3030,376,17,2861,2861
facebookresearch/StarSpace,1,3030,376,17,2861,2861
Tencent/ncnn,1,7278,1726,137,6526,6526
Tencent/ncnn,1,7278,1726,137,6527,6527
ApolloAuto/apollo,1,1534323,4369,389,13636,13636
dlunion/mtcnn,1,2380,256,58,476,476
nmslib/hnswlib,1,170,82,28,407,407
Restream/reindexer,1,3795,28,12,468,468
Blizzard/s2client-api,1,11574,265,94,1459,1459
discordapp/discord-rpc,1,2804,155,32,561,561
farmingyard/ShuffleNet,1,16,234,17,401,401
catboost/catboost,1,293333,619,154,4100,4100
microsoft/napajs,1,13058,314,62,8654,8654
maphew/svg-explorer-extension,1,37,38,11,523,523
nodeful/eqMac2,1,4014,88,53,1469,1469
nodeful/eqMac2,1,4014,88,53,1469,1469
joyieldInc/predixy,1,1509,73,32,424,424
inspector-repl/inspector,1,71,20,1,723,723
sebastianstarke/AI4Animation,1,2157526,223,3,1550,1550
acidanthera/WhateverGreen,1,2198,140,0,904,904
zhongyang219/TrafficMonitor,1,8072,567,182,4376,4376
zhongyang219/TrafficMonitor,1,8072,568,182,4376,4376
argman/EAST,1,2046,665,175,1716,1716
argman/EAST,1,2046,665,175,1716,1716
niessner/BundleFusion,1,2116,208,29,512,512
jmpews/HookZz,1,1746,254,2,1249,1249
jmpews/HookZz,1,1746,254,2,1249,1249
wangyu-/udp2raw-tunnel,1,3776,595,109,2862,2862
wangyu-/udp2raw-tunnel,1,3776,595,109,2862,2862
VectStudio/LED_CUBE,1,1597,210,2,536,536
JuncoJet/unlimited-landeng-for-win,1,3249,280,72,1098,1098
JuncoJet/unlimited-landeng-for-win,1,3249,280,72,1098,1098
davechurchill/commandcenter,1,2657,101,16,398,398
wangyu-/UDPspeeder,1,6213,489,84,2543,2543
wangyu-/UDPspeeder,1,6213,489,84,2543,2543
horovod/horovod,1,1536,965,317,6579,6579
horovod/horovod,1,1536,965,317,6579,6579
apache/incubator-doris,1,260585,309,71,1188,1188
microsoft/terminal,1,41854,4182,407,44071,44071
xmrig/xmrig-nvidia,1,1200,212,139,457,457
fetlang/fetlang,1,2358,38,13,1192,1192
fetlang/fetlang,1,2358,38,13,1192,1192
plaidml/plaidml,1,53236,184,90,2193,2193
justadudewhohacks/opencv4nodejs,1,34870,465,114,3013,3013
google-ar/arcore-android-sdk,1,32903,573,132,3376,3376
milostosic/MTuner,1,5799,92,4,1552,1552
milostosic/MTuner,1,5799,92,4,1552,1552
meganz/MEGAcmd,1,3458,106,55,468,468
citp/BlockSci,1,7847,171,61,940,940
apache/incubator-brpc,1,26851,2041,131,8637,8637
FlagBrew/Checkpoint,1,1576,48,19,913,913
Tencent/phxqueue,1,749,294,10,1697,1697
Tencent/phxqueue,1,749,294,10,1697,1697
idea4good/GuiLite,1,48073,273,3,2764,2764
PaddlePaddle/paddle-mobile,1,293798,853,20,4319,4319
abseil/abseil-cpp,1,3849,740,40,5465,5465
abseil/abseil-cpp,1,3849,740,40,5465,5465
intel/parallelstl,1,1591,37,9,452,452
zeusees/HyperLPR,1,264125,921,31,2097,2097
Ewenwan/MVision,1,925582,1023,5,2290,2290
radareorg/cutter,1,10514,397,182,5057,5057
pytorch/glow,1,14776,239,145,1512,1512
google/oboe,1,43706,172,95,1416,1416
ConfettiFX/The-Forge,1,658600,117,7,1186,1186
fireice-uk/xmr-stak,1,2602,1610,447,3101,3101
fireice-uk/xmr-stak,1,2602,1610,447,3101,3101
facebookincubator/FBX2glTF,1,8541,122,40,603,603
doe300/VC4CL,1,700,51,22,406,406
bromite/bromite,1,8815,43,8,646,646
doitsujin/dxvk,1,8586,180,76,3798,3798
doitsujin/dxvk,1,8586,180,76,3798,3798
sgan81/apfs-fuse,1,461,58,26,445,445
NASA-SW-VnV/ikos,1,3362,72,21,1092,1092
NASA-SW-VnV/ikos,1,3362,71,21,1092,1092
trojan-gfw/trojan,1,787,309,7,1471,1471
trojan-gfw/trojan,1,787,309,7,1471,1471
matthewsamuel95/ACM-ICPC-Algorithms,1,2460,724,4,657,657
carla-simulator/carla,1,36798,700,247,2663,2663
QBDI/QBDI,1,672,58,30,472,472
leela-zero/leela-zero,1,3650,724,231,3482,3482
leela-zero/leela-zero,1,3650,723,231,3482,3482
mhammond/pywin32,1,52389,301,353,1440,1440
facebook/openr,1,4291,168,5,658,658
wangyu-/tinyfecVPN,1,2339,275,45,1336,1336
wangyu-/tinyfecVPN,1,2339,275,45,1336,1336
OpenGene/fastp,1,534,110,39,530,530
finos/perspective,1,14040,136,27,1864,1864
muellan/clipp,1,256,34,7,446,446
cnkuangshi/LightCTR,1,9870,127,1,528,528
sfzhang15/RefineDet,1,6167,356,3,1171,1171
sfzhang15/RefineDet,1,6167,356,3,1171,1171
juj/fbcp-ili9341,1,2352,45,25,514,514
facebookresearch/wav2letter,1,3505,575,19,3678,3678
facebookresearch/wav2letter,1,3505,575,19,3678,3678
fungos/cr,1,210,34,8,543,543
eigenteam/eigen-git-mirror,1,109171,332,2,1209,1209
ethz-asl/maplab,1,22143,394,44,1025,1025
facebookresearch/House3D,1,674,124,10,910,910
googlecreativelab/paper-signals,1,343,90,10,658,658
NVIDIA/cutlass,1,6814,92,14,542,542
KumarRobotics/msckf_vio,1,112,297,40,515,515
apple/turicreate,1,263045,838,407,8669,8669
relativty/Relativ,1,126632,166,3,3511,3511
